IDENT_MEN;VAG;NUMORDREABO;NB_ABONN;TYP_ABONN01;TYP_ABONN02;TYP_ABONN03;TYP_ABONN04;TYP_ABONN05;TYP_ABONN06;TYP_ABONN07;TYP_ABONN08;TYP_ABONN09;TYP_ABONN10;Nataudio;Proaudio;Msabonn;Msfacture;Msfactper;Abofixe;Cartemobile;Mcartemobile;Percartemobile;MSFACTPER_D;MSFACTURE_D;MCARTEMOBILE_D;PERCARTEMOBILE_D;MIMPUTINTERNET_D
00136;4;3;4;0;1;0;0;0;0;0;0;0;0;;4;18;18;1;;2;;;12;18;;;
00136;4;4;4;0;1;0;0;0;0;0;0;0;0;;3;18;18;1;;2;;;12;18;;;
00137;5;1;2;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;;2;;;12;5;;;
00137;5;2;2;1;0;0;0;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
00138;1;1;3;1;1;1;1;0;0;0;0;0;0;;1;67;67;1;;2;;;12;68;;;
00138;1;2;3;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
00138;1;3;3;0;1;0;0;0;0;0;0;0;0;;3;30;30;1;;2;;;12;30;;;
00139;5;1;3;1;0;1;1;0;0;0;0;0;0;;;46;46;1;;2;;;12;46;;;
00139;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
00139;5;3;3;0;1;0;0;0;0;0;0;0;0;;1;2;16;1;;2;;;12;16;;;
00140;6;1;2;1;0;1;1;0;0;0;0;0;0;;;53;53;1;;2;;;12;53;;;
00140;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;75;75;1;;2;;;12;75;;;
00141;3;1;1;1;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
00142;2;;;;;;;;;;;;;;;;;;;;;;;;;;121
00142;2;1;1;1;1;1;0;0;0;0;0;0;0;;1;45;45;1;;2;;;12;45;;;
00143;5;1;2;1;0;1;1;0;0;0;0;0;0;;;35;35;1;;2;;;12;34;;;
00143;5;2;2;0;1;0;0;0;1;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
00144;4;1;1;0;1;0;0;0;1;0;0;0;0;;1;13;13;1;;2;;;12;13;;;
00145;3;;;;;;;;;;;;;;;;;;;;;;;;;;189
00146;4;1;1;1;1;1;1;0;1;1;0;0;0;;1;55;55;1;;2;;;12;53;;;
00147;1;1;1;1;1;1;1;0;1;1;0;0;0;;2;49;49;1;;2;;;12;49;;;
00148;6;;;;;;;;;;;;;;;;;;;;;;;;;;480
00148;6;1;1;1;0;0;0;0;0;0;0;0;0;;;17;17;1;;;;;12;17;;;
00149;3;1;3;1;0;1;1;0;0;0;0;0;0;;;59;59;1;;2;;;12;59;;;
00149;3;2;3;0;1;0;0;0;1;0;0;0;0;;1;29;80;1;;2;;;12;80;;;
00149;3;3;3;0;1;0;0;0;1;0;0;0;0;;1;29;30;1;;2;;;12;30;;;
00150;6;1;2;0;0;1;1;0;0;0;0;0;0;;;80;80;1;;2;;;12;80;;;
00150;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
00151;1;;;;;;;;;;;;;;;;;;;;;;;;;;377
00151;1;1;3;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
00151;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
00151;1;3;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
00152;6;1;1;0;0;1;0;0;0;0;0;0;0;;;39;39;1;1;2;;;12;39;;;
00153;1;;;;;;;;;;;;;;;;;;;;;;;;;;359
00153;1;1;1;0;1;0;0;0;0;0;0;0;0;;1;10;40;1;;2;;;12;40;;;
00154;6;1;3;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
00154;6;2;3;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
00154;6;3;3;0;0;0;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00155;1;1;4;1;0;0;0;1;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00155;1;2;4;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00155;1;3;4;0;1;0;0;0;1;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
00155;1;4;4;0;1;0;0;0;1;0;0;0;0;;2;50;50;1;;2;;;12;50;;;
00156;3;1;1;1;1;1;0;0;1;0;0;0;0;;2;85;85;1;;2;;;12;85;;;
00157;5;1;1;1;0;1;1;0;0;0;0;0;0;;;39;39;1;;1;200;12M;12;40;200;1;
00158;1;;;;;;;;;;;;;;;;;;;;;;;;;;34
00159;1;;;;;;;;;;;;;;;;;;;;;;;;;;729
00159;1;1;5;0;0;1;0;0;0;0;0;0;0;;;88;88;1;;2;;;12;88;;;
00159;1;2;5;0;1;0;0;0;0;0;0;0;0;;1;54;54;1;;2;;;12;54;;;
00159;1;3;5;0;1;0;0;0;0;0;0;0;0;;4;14;14;1;;2;;;12;14;;;
00159;1;4;5;0;1;0;0;0;0;0;0;0;0;;5;14;14;1;;2;;;12;14;;;
00159;1;5;5;0;1;0;0;0;0;0;0;0;0;;3;14;14;1;;2;;;12;14;;;
00160;5;1;3;1;1;0;1;0;0;0;0;0;0;;1;40;40;1;;1;999999;;12;39;25;4;
00160;5;2;3;1;1;0;1;0;0;0;0;0;0;;4;67;67;1;;1;999999;;12;67;25;4;
00160;5;3;3;0;1;0;0;0;0;0;0;0;0;;3;30;30;1;;1;999999;;12;30;25;4;
00161;3;1;1;1;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
00162;4;1;3;1;0;0;1;0;0;0;0;0;0;;;37;37;1;;2;;;12;37;;;
00162;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;3;3;1;;2;;;12;3;;;
00162;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;3;3;1;;2;;;12;3;;;
00163;6;1;1;1;1;1;1;0;1;0;0;0;0;;1;48;48;1;;2;;;12;47;;;
00164;1;1;3;1;0;1;1;0;0;0;0;0;0;;;29;50;1;;2;;;12;49;;;
00164;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
00164;1;3;3;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
00165;3;1;1;0;1;0;0;0;0;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
00166;1;1;2;1;0;1;1;0;0;0;0;0;0;;;38;45;1;;2;;;12;45;;;
00166;1;2;2;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
00167;4;1;2;1;0;1;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;40;;;
00167;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
00168;1;1;4;1;1;0;0;1;0;0;0;0;0;;1;57;57;1;;2;;;12;57;;;
00168;1;2;4;0;1;0;0;0;0;0;0;0;0;;3;17;17;1;;2;;;12;17;;;
00168;1;3;4;0;1;0;0;0;0;0;0;0;0;;4;6;6;1;;2;;;12;6;;;
00168;1;4;4;0;0;1;0;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
00169;3;1;1;1;1;1;1;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
00170;3;;;;;;;;;;;;;;;;;;;;;;;;;;314
00170;3;1;2;0;1;0;0;0;0;0;0;0;0;;1;25;26;1;1;2;;;12;26;;;
00170;3;2;2;0;0;1;0;0;0;0;0;0;0;;;37;36;1;1;2;;;12;36;;;
00171;4;1;1;1;1;1;1;0;1;0;0;0;0;;1;63;64;1;;2;;;12;64;;;
00172;1;1;3;0;0;1;0;0;0;0;0;0;0;;;48;48;1;1;2;;;12;48;;;
00172;1;2;3;0;1;0;0;0;0;0;0;0;0;;2;13;13;1;1;2;;;12;13;;;
00172;1;3;3;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;1;2;;;12;2;;;
00173;3;1;3;1;0;0;0;0;0;0;0;0;0;;;70;70;1;;2;;;12;70;;;
00173;3;2;3;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;;2;;;12;20;;;
00173;3;3;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
00174;2;1;1;1;0;1;1;0;0;0;0;0;0;;;72;73;1;;;;;12;73;;;
00175;3;1;6;1;0;0;1;0;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
00175;3;2;6;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
00175;3;3;6;0;1;0;0;0;0;0;0;0;0;;2;19;19;1;;2;;;12;19;;;
00175;3;4;6;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;;2;;;12;20;;;
00175;3;5;6;0;1;0;0;0;0;0;0;0;0;;4;15;15;1;;2;;;12;15;;;
00175;3;6;6;0;1;0;0;0;0;0;0;0;0;;5;25;25;1;;2;;;12;25;;;
00176;1;1;1;0;1;0;0;0;0;0;0;0;0;;1;3;3;1;1;2;;;12;3;;;
00177;5;;;;;;;;;;;;;;;;;;;;;;;;;;410
00177;5;1;4;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00177;5;2;4;0;1;0;0;0;0;0;0;0;0;;2;33;33;1;;2;;;12;33;;;
00177;5;3;4;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
00177;5;4;4;0;1;0;0;0;0;0;0;0;0;;3;5;5;1;;2;;;12;5;;;
00178;5;1;4;1;0;1;1;0;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
00178;5;2;4;0;1;0;0;0;0;0;0;0;0;;1;28;28;1;;2;;;12;28;;;
00178;5;3;4;0;1;0;0;0;1;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
00178;5;4;4;0;1;0;0;0;1;0;0;0;0;;3;30;30;1;;2;;;12;30;;;
00179;6;1;5;1;0;0;0;0;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
00179;6;2;5;1;0;0;0;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
00179;6;3;5;0;0;1;0;0;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
00179;6;4;5;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
00179;6;5;5;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
00180;5;1;2;1;1;1;1;0;0;0;0;0;0;;1;45;45;1;;2;;;12;46;;;
00180;5;2;2;0;1;0;0;0;1;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
00181;3;1;4;0;0;1;0;0;0;0;0;0;0;;;89;89;1;;2;;;12;89;;;
00181;3;2;4;0;1;0;0;0;1;0;0;0;0;;3;6;6;1;;2;;;12;6;;;
00181;3;3;4;0;1;0;0;0;1;0;0;0;0;;2;54;54;1;;2;;;12;54;;;
00181;3;4;4;0;1;0;0;0;1;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
00182;1;1;2;1;0;0;0;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
00182;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;12;12;1;;2;;;12;12;;;
00184;1;1;2;1;1;1;1;0;0;0;0;0;0;;1;50;55;1;;2;;;12;54;;;
00184;1;2;2;1;0;0;0;0;0;0;0;0;0;;;37;43;1;;2;;;12;43;;;
00185;4;1;1;1;1;0;1;0;0;0;0;0;0;;1;35;35;1;;2;;;12;35;;;
00186;6;;;;;;;;;;;;;;;;;;;;;;;;;;88
00186;6;1;3;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
00186;6;2;3;0;1;0;0;0;0;0;0;0;0;;2;24;24;1;;2;;;12;24;;;
00186;6;3;3;0;0;1;0;0;0;0;0;0;0;;;55;55;1;;2;;;12;55;;;
00187;4;1;3;1;1;1;1;0;1;0;0;0;0;;1;125;125;1;;2;;;12;125;;;
00187;4;2;3;0;1;0;0;0;1;0;0;0;0;;2;55;55;1;;2;;;12;55;;;
00187;4;3;3;0;1;0;0;0;1;0;0;0;0;;3;14;14;1;;2;;;12;14;;;
00188;1;;;;;;;;;;;;;;;;;;;;;;;;;;247
00188;1;1;4;1;0;0;0;0;0;0;0;0;0;;;67;67;1;;2;;;12;67;;;
00188;1;2;4;0;1;0;0;0;0;0;0;0;0;;1;32;32;1;;2;;;12;32;;;
00188;1;3;4;0;1;0;0;0;0;0;0;0;0;;2;24;24;1;;2;;;12;24;;;
00188;1;4;4;0;1;0;0;0;0;0;0;0;0;;3;19;19;1;;2;;;12;19;;;
00189;5;1;3;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
00189;5;2;3;0;1;0;0;0;0;0;0;0;0;;2;22;22;1;;2;;;12;22;;;
00189;5;3;3;1;0;0;0;0;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
00190;4;1;5;0;0;1;0;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
00190;4;2;5;1;0;0;0;0;0;0;0;0;0;;;30;42;2;;2;;;6;42;;;
00190;4;3;5;0;1;0;0;0;0;0;0;0;0;;1;79;79;1;;2;;;12;79;;;
00190;4;4;5;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
00190;4;5;5;0;1;0;0;0;0;0;0;0;0;;3;17;17;1;;2;;;12;17;;;
00191;6;1;2;1;0;0;0;0;0;0;0;0;0;;;19;40;2;;1;20;1S;6;40;20;48;
00191;6;2;2;0;0;1;0;0;0;0;0;0;0;;;42;42;1;;1;20;1S;12;42;20;48;
00192;6;1;2;1;1;0;0;1;1;0;0;0;0;;1;35;35;1;;2;;;12;35;;;
00192;6;2;2;0;1;0;0;0;0;1;0;0;0;;2;20;20;1;;2;;;12;20;;;
00193;4;1;2;1;1;0;1;0;1;0;0;0;0;;2;60;60;1;;2;;;12;60;;;
00193;4;2;2;0;1;0;0;0;1;0;0;0;0;;3;15;15;1;;2;;;12;15;;;
00194;2;1;1;0;0;0;0;0;0;1;0;0;0;;1;59;59;1;;2;;;12;59;;;
00195;6;1;1;1;1;1;1;0;1;1;0;0;0;;1;56;56;1;;2;;;12;57;;;
00196;1;1;2;1;0;0;1;0;0;0;0;0;0;;;45;40;1;;2;;;12;40;;;
00196;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;25;39;1;;2;;;12;39;;;
00197;5;1;2;1;0;1;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
00197;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;11;11;1;;2;;;12;11;;;
00199;3;1;4;1;0;0;0;0;0;0;0;0;0;;;28;28;1;;2;;;12;28;;;
00199;3;2;4;0;0;1;1;0;0;0;0;0;0;;;79;79;1;;2;;;12;79;;;
00199;3;3;4;0;1;0;0;0;0;0;0;0;0;;3;45;45;1;;2;;;12;45;;;
00199;3;4;4;0;1;0;0;0;0;0;0;0;0;;1;7;7;1;;2;;;12;7;;;
00200;6;1;1;1;1;1;1;0;0;0;0;0;0;;1;57;57;1;;2;;;12;57;;;
00201;4;1;1;1;1;0;1;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
00202;2;1;4;1;0;1;1;0;0;0;0;0;0;;;31;35;1;;2;;;12;34;;;
00202;2;2;4;0;1;0;0;0;1;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
00202;2;3;4;0;1;0;0;0;0;0;0;0;0;;2;4;4;1;;2;;;12;4;;;
00202;2;4;4;0;1;0;0;0;0;0;0;0;0;;3;4;4;1;;2;;;12;4;;;
00203;2;;;;;;;;;;;;;;;;;;;;;;;;;;164
00203;2;1;2;0;1;0;0;0;0;0;0;0;0;;2;56;56;1;;2;;;12;56;;;
00203;2;2;2;0;0;1;0;0;0;0;0;0;0;;;76;76;1;;2;;;12;76;;;
00204;3;1;2;1;0;0;1;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
00204;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
00205;3;1;4;0;1;0;0;0;0;0;0;0;0;;2;24;24;1;;2;;;12;24;;;
00205;3;2;4;0;0;0;1;0;0;0;0;0;0;;;36;36;1;;2;;;12;36;;;
00205;3;3;4;0;1;0;0;0;0;0;0;0;0;;1;20;33;1;;2;;;12;33;;;
00205;3;4;4;0;1;0;0;0;0;0;0;0;0;;3;22;22;1;;2;;;12;22;;;
00206;6;1;1;0;0;1;0;0;0;0;0;0;0;;;33;33;1;;1;15;1M;12;33;15;12;
00208;6;1;3;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;1;1;10;15J;12;2;10;20;
00208;6;2;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;1;1;10;15J;12;20;10;20;
00208;6;3;3;0;0;1;0;0;0;0;0;0;0;;;30;30;1;1;1;10;15J;12;30;10;20;
00209;1;;;;;;;;;;;;;;;;;;;;;;;;;;111
00209;1;1;1;1;0;0;0;0;0;0;0;0;0;;;16;16;1;;;;;12;16;;;
00210;2;1;2;0;1;0;1;0;0;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
00210;2;2;2;0;0;0;1;0;0;0;0;0;0;;;72;999999;;;2;;;12;88;;;
00211;6;1;4;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
00211;6;2;4;0;1;0;0;0;0;0;0;0;0;;1;12;12;1;;2;;;12;12;;;
00211;6;3;4;0;0;0;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00211;6;4;4;0;0;1;0;0;0;0;0;0;0;;;100;100;1;;2;;;12;100;;;
00212;1;1;5;0;0;1;0;0;0;0;0;0;0;;;64;64;1;;2;;;12;64;;;
00212;1;2;5;1;0;0;1;0;0;0;0;0;0;;;55;55;1;;2;;;12;55;;;
00212;1;3;5;0;1;0;0;0;1;0;0;0;0;;2;49;49;1;;2;;;12;49;;;
00212;1;4;5;0;1;0;0;0;1;0;0;0;0;;1;27;27;1;;2;;;12;27;;;
00212;1;5;5;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
00213;1;1;4;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
00213;1;2;4;0;1;0;0;0;1;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
00213;1;3;4;0;1;0;0;0;1;0;0;0;0;;2;50;50;1;;2;;;12;50;;;
00213;1;4;4;0;1;0;0;0;1;0;0;0;0;;3;50;50;1;;2;;;12;50;;;
00214;2;1;3;1;0;1;1;0;0;0;0;0;0;;;52;52;1;;1;5;6M;12;52;5;2;
00214;2;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;1;5;6M;12;20;5;2;
00214;2;3;3;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;;1;5;6M;12;20;5;2;
00215;6;1;2;1;0;1;0;0;0;0;0;0;0;;;73;73;1;;2;;;12;73;;;
00215;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;23;23;1;;2;;;12;23;;;
00217;6;1;3;1;0;0;1;0;0;0;0;0;0;;;66;66;1;;2;;;12;66;;;
00217;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
00217;6;3;3;0;1;0;0;0;0;0;0;0;0;;2;17;17;1;;2;;;12;17;;;
00218;4;;;;;;;;;;;;;;;;;;;;;;;;;;598
00219;4;1;1;1;0;0;0;0;0;0;0;0;0;;;60;100;1;;;;;12;100;;;
00220;6;1;1;1;0;1;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
00221;1;1;2;0;0;1;0;0;0;0;0;0;0;;;70;70;1;;2;;;12;70;;;
00221;1;2;2;0;1;0;0;0;1;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
00222;1;1;1;0;1;0;1;0;0;0;0;0;0;;1;20;20;1;1;2;;;12;20;;;
00223;1;1;4;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
00223;1;2;4;0;1;0;0;0;1;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
00223;1;3;4;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
00223;1;4;4;0;1;0;0;0;1;0;0;0;0;;3;10;10;1;;2;;;12;10;;;
00224;1;1;2;0;0;1;0;0;0;0;0;0;0;;;34;34;1;1;2;;;12;34;;;
00224;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;1;2;;;12;5;;;
00225;1;1;2;1;0;1;1;0;0;0;0;0;0;;;36;50;1;;2;;;12;49;;;
00225;1;2;2;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
00226;5;;;;;;;;;;;;;;;;;;;;;;;;;;246
00227;5;1;1;0;1;0;0;0;0;0;0;0;0;;1;24;24;1;;2;;;12;24;;;
00228;5;1;4;1;0;0;1;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
00228;5;2;4;0;1;0;0;0;1;0;0;0;0;;1;55;55;1;;2;;;12;55;;;
00228;5;3;4;0;1;0;0;0;0;0;0;0;0;;2;18;18;1;;2;;;12;18;;;
00228;5;4;4;0;1;0;0;0;0;0;0;0;0;;3;18;18;1;;2;;;12;18;;;
00229;2;1;1;1;0;0;0;0;0;0;0;0;0;;;38;81;2;;;;;6;81;;;
00230;4;1;3;0;1;0;0;0;0;0;0;0;0;;1;43;43;1;;2;;;12;43;;;
00230;4;2;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
00230;4;3;3;0;0;1;0;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
00231;1;1;4;1;0;1;1;0;1;1;0;0;0;;1;110;110;1;;2;;;12;110;;;
00231;1;2;4;0;1;0;0;0;1;0;0;0;0;;2;36;36;1;;2;;;12;36;;;
00231;1;3;4;0;1;0;0;0;1;0;0;0;0;;3;30;30;1;;2;;;12;30;;;
00231;1;4;4;0;1;0;0;0;1;0;0;0;0;;4;30;30;1;;2;;;12;30;;;
00232;1;1;1;1;1;1;1;0;1;0;0;0;0;;1;50;50;1;;2;;;12;51;;;
00233;1;1;5;0;0;0;1;0;0;0;0;0;0;;;34;34;1;1;2;;;12;34;;;
00233;1;2;5;0;1;0;0;0;0;0;0;0;0;;1;3;3;1;1;2;;;12;3;;;
00233;1;3;5;0;1;0;0;0;0;0;0;0;0;;2;4;4;1;1;2;;;12;4;;;
00233;1;4;5;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;1;2;;;12;20;;;
00233;1;5;5;0;0;0;1;0;0;0;0;0;0;;;17;17;1;1;2;;;12;17;;;
00234;3;1;2;1;0;1;1;0;0;0;0;0;0;;;50;50;1;;2;;;12;49;;;
00234;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
00235;2;1;3;1;1;1;1;0;0;0;0;0;0;;2;38;38;1;;2;;;12;38;;;
00235;2;2;3;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
00235;2;3;3;0;1;0;0;0;0;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
00236;5;1;2;1;1;1;0;1;0;0;0;0;0;;1;55;55;1;;2;;;12;55;;;
00236;5;2;2;0;1;0;0;0;0;0;0;0;0;;2;40;40;1;;2;;;12;40;;;
00237;1;1;2;0;0;1;0;1;0;0;0;0;0;;;58;58;1;1;1;15;1M;12;58;15;12;
00237;1;2;2;0;0;1;0;0;0;0;0;0;0;;;45;45;1;1;1;15;1M;12;45;15;12;
00238;4;;;;;;;;;;;;;;;;;;;;;;;;;;195
00238;4;1;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
00238;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;4;4;1;;2;;;12;4;;;
00239;3;1;4;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
00239;3;2;4;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
00239;3;3;4;0;1;0;0;0;0;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
00239;3;4;4;0;1;0;0;0;1;0;0;0;0;;3;15;15;1;;2;;;12;15;;;
00240;3;1;2;1;0;0;1;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
00240;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;;2;;;12;5;;;
00241;2;;;;;;;;;;;;;;;;;;;;;;;;;;149
00242;4;1;2;1;1;1;1;0;0;0;0;0;0;;1;58;58;1;;2;;;12;58;;;
00242;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
00243;2;1;1;1;1;1;1;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
00244;1;1;3;0;0;1;0;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
00244;1;2;3;1;0;1;1;0;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
00244;1;3;3;0;1;0;0;0;1;0;0;0;0;;1;49;79;1;;2;;;12;79;;;
00245;1;;;;;;;;;;;;;;;;;;;;;;;;;;524
00245;1;1;1;0;0;1;0;0;0;0;0;0;0;;;75;75;1;;2;;;12;75;;;
00247;5;1;3;1;0;1;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
00247;5;2;3;0;1;0;0;0;0;0;0;0;0;;2;35;35;1;;2;;;12;35;;;
00247;5;3;3;0;1;0;0;0;0;0;0;0;0;;3;35;35;1;;2;;;12;35;;;
00248;3;1;3;1;1;0;0;0;0;0;0;0;0;;2;32;32;1;;2;;;12;32;;;
00248;3;2;3;0;1;0;0;0;0;0;0;0;0;;1;18;18;1;;2;;;12;18;;;
00248;3;3;3;0;1;0;0;0;0;0;0;0;0;;3;18;18;1;;2;;;12;18;;;
00249;6;;;;;;;;;;;;;;;;;;;;;;;;;;89
00249;6;1;1;1;1;0;0;0;0;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
00250;4;1;1;1;0;0;0;0;0;0;0;0;0;;;12;18;1;;;;;12;18;;;
00251;5;1;1;0;1;0;0;0;1;0;0;0;0;;1;20;23;1;;2;;;12;23;;;
00252;2;1;1;1;0;0;0;0;0;0;0;0;0;;;30;61;2;;;;;6;61;;;
00253;4;1;1;1;1;1;1;0;0;0;0;0;0;;2;80;80;1;;1;20;1M;12;79;20;12;
00255;4;1;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;1;2;;;12;10;;;
00255;4;2;2;0;0;1;0;0;0;0;0;0;0;;;60;60;1;1;2;;;12;60;;;
00256;2;1;2;1;0;1;1;0;0;0;0;0;0;;;57;57;1;;1;10;2 S;12;57;10;48;
00256;2;2;2;0;1;0;0;0;0;0;0;0;0;;2;39;39;1;;1;10;2 S;12;39;10;48;
00257;5;1;5;1;1;1;1;0;0;0;0;0;0;;1;70;89;1;;2;;;12;89;;;
00257;5;2;5;0;1;0;0;0;0;0;0;0;0;;2;14;14;1;;2;;;12;14;;;
00257;5;3;5;0;1;0;0;0;1;0;0;0;0;;3;3;3;1;;2;;;12;3;;;
00257;5;4;5;0;1;0;0;0;1;0;0;0;0;;4;3;3;1;;2;;;12;3;;;
00257;5;5;5;0;0;1;0;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
00258;1;1;1;1;1;1;1;0;1;1;0;0;0;;1;36;36;1;;2;;;12;36;;;
00259;1;1;3;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
00259;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;22;22;1;;2;;;12;22;;;
00259;1;3;3;0;0;1;0;0;0;0;0;0;0;;;80;80;1;;2;;;12;80;;;
