IDENT_MEN;numgarage;Nbgar;STATUGAR;ANACQGAR;PRIXGAR;NATGAR1;NATGAR2;NATGAR3;NATGAR4;NATGAR5;NATGAR6;NATGAR7;NATGAR8;NATGAR9;Mloyg;Mremg;Mtaxg;Massg;Mcharg;vag;MASSG_D;MCHARG_D;MLOYG_D;MREMG_D;MTAXG_D;PRIXGAR_D
11996;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
11997;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12001;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12002;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12003;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12003;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12004;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12006;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12007;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12009;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12015;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12023;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12025;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12027;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12032;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12033;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12034;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12036;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12038;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12040;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12041;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12047;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12048;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12050;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12051;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12054;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12055;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12058;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12063;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12065;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12067;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12071;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12072;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12073;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12074;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12079;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12082;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12083;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12086;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12089;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12092;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12093;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12094;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12098;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12099;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12099;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12100;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12102;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12103;1;1;2;;;1;0;0;0;0;0;0;0;0;1200;;;;;4;;;1200;;;
12106;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12108;1;1;2;;;0;0;0;0;0;0;0;1;0;;;;;25;5;;25;;;;
12110;1;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12110;2;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12110;3;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12111;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12112;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12113;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12114;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12115;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12119;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12120;1;1;1;2;;0;0;1;1;0;0;0;0;0;;;999999;999999;;5;1000;;;;130;
12122;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12123;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12125;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12134;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12135;1;1;2;;;1;0;0;0;0;0;0;0;0;176;;;;;5;;;176;;;
12136;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12136;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12138;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12140;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12145;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12149;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12150;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12152;1;1;2;;;1;0;0;0;0;0;0;0;0;180;;;;;4;;;180;;;
12153;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12158;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12160;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12163;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12164;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12167;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12167;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12170;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12173;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12175;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12176;1;2;2;;;1;0;0;1;0;0;0;0;0;98;;;1176;;4;1176;;98;;;
12176;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12178;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12183;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12185;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12188;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12189;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12190;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12196;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12196;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12198;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12200;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12201;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12203;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12206;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12206;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12207;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12208;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12210;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12212;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12214;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12215;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12216;1;1;1;1;99999999;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;1
12220;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12221;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12222;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12226;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12227;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12228;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12231;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12232;1;2;2;;;1;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;
12232;2;2;2;;;1;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;
12233;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12234;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12236;1;1;2;;;1;0;0;0;0;0;0;0;0;774;;;;;4;;;774;;;
12240;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12241;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12241;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12244;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12245;1;1;2;;;1;0;0;0;0;0;0;0;0;840;;;;;6;;;840;;;
12246;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12249;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12253;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12255;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12256;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12257;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12258;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12259;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12260;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12260;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12261;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12263;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12264;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12268;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12271;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12272;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12273;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12274;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12276;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12277;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12280;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12281;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12282;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12288;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12289;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12290;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12290;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12292;1;1;2;;;1;0;0;0;0;0;0;0;0;360;;;;;6;;;360;;;
12293;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12293;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12294;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12295;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12297;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12298;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12299;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12300;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12302;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12303;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12304;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12309;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12312;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12312;2;2;2;;;1;0;0;0;0;0;1;0;0;480;;;;0;1;;;480;;;
12314;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12315;1;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12315;2;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12315;3;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12316;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12319;1;1;2;;;1;0;0;0;0;0;0;1;0;468;;;;36;4;;36;468;;;
12321;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12322;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12324;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12334;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12334;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12335;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12340;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12342;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12344;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12345;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12346;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12349;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12350;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12352;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12353;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12353;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12354;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12360;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12362;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12363;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12363;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12365;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12366;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12368;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12370;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12372;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12376;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12378;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12381;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12382;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12383;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12384;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12385;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12387;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12390;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12391;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12392;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12394;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12399;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12400;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12401;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12402;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12403;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12406;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12407;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12408;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12411;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12413;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12416;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12417;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12420;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12421;1;1;2;;;1;0;0;0;0;0;0;0;0;468;;;;;6;;;468;;;
12422;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12423;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12428;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12429;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12430;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12431;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12432;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12435;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12439;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12441;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12444;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12445;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12447;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12448;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12449;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12450;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12451;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12457;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12459;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12461;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12462;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12467;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12469;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12471;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12472;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12473;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12473;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12475;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12475;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12478;1;1;2;;;1;0;0;0;0;0;0;0;0;948;;;;;1;;;948;;;
12482;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12486;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12487;1;1;2;;;1;0;0;0;0;0;0;0;0;35;;;;;5;;;35;;;
12491;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12493;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12498;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12499;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12500;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12506;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12509;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12509;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12510;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12511;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12512;1;1;2;;;1;0;0;0;0;0;0;0;0;150;;;;;3;;;150;;;
12515;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12516;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12516;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12517;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12518;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12518;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12519;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12520;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12521;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12525;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12526;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12528;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12530;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12531;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12532;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12533;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12535;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12536;1;1;2;;;1;0;0;0;0;0;0;0;0;264;;;;;5;;;264;;;
12537;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12538;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12540;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12542;1;3;2;;;1;0;0;0;0;0;0;0;0;624;;;;;1;;;624;;;
12542;2;3;2;;;1;0;0;0;0;0;0;0;0;660;;;;;1;;;660;;;
12542;3;3;2;;;1;0;0;0;0;0;0;0;0;672;;;;;1;;;672;;;
12543;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12545;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12551;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12554;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12555;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12557;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12559;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12560;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12561;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12563;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12565;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12566;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12567;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12568;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12569;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12570;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12573;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12575;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12577;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12579;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
12580;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12582;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12582;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
12586;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
12590;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
12593;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12593;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
12597;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12601;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
12602;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
