IDENT_MEN;VAG;NUMVEHAUT;NBVELOO;NBVELO;NB2R;NAUT;Natvelo;Quivelo;Acqvelo;Lieuvelo;Crevelo;Mvelo;Privelo;Nat2r;Pre2r;MARQUE_D;Puiss2r;Frais2r;Rec2r;Lieu2r;Acq2r;Cre2r;Mcre2r;Pri2r;NatAut;PreAut;FraisAut;Mfraisaut;Recaut;Lieuaut;Acqaut;Creaut;Mcreaut;Priaut;FRAIS2R_D;MCRE2R_D;MCREAUT_D;MFRAISAUT_D;MVELO_D;PRI2R_D;PRIVELO_D;PRIAUT_D
00866;1;1;4;1;;;1;3;1;7;2;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;
00873;5;1;5;1;;;3;3;1;8;1;999999;999999;;;;;;;;;;;;;;;;;;;;;;;;;;120;;200;
00896;2;1;4;1;;;3;3;1;8;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
00899;1;1;5;0;1;1;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;130;2;;;;;;;;;;;;;;;;130;;;;;;;
00899;1;2;5;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
00901;2;1;;;1;;;;;;;;;4;MITSUBISHY;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
00904;1;1;2;2;;;3;1;2;3;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
00904;1;2;2;2;;;3;2;2;3;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
00913;2;1;1;0;4;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;0;1;2;2;2;;1000;;;;;;;;;;;;;;;;1000;;
00913;2;2;1;0;4;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
00913;2;3;1;0;4;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
00913;2;4;1;0;4;;;;;;;;;4;IMF;;4;0;1;2;2;2;;800;;;;;;;;;;;;;;;;800;;
00916;1;1;4;0;2;;;;;;;;;1;HONDA 500 CB;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
00916;1;2;4;0;2;;;;;;;;;1;YAMAHA 1200 XJR;;1;800;2;;;;;;;;;;;;;;;;800;;;;;;;
00918;2;1;3;1;1;;7;2;1;8;2;;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;
00918;2;2;3;1;1;;;;;;;;;4;SCOOTER;NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
00919;5;1;2;0;2;;;;;;;;;4;DAELIM;DAELIM - NON SPECIFIE;3;0;1;3;2;2;;610;;;;;;;;;;;;;;;;610;;
00919;5;2;2;0;2;;;;;;;;;4;HONDA PANTHEON;;2;100;2;;;;;;;;;;;;;;;;100;;;;;;;
00920;3;1;;;1;;;;;;;;;4;PIAGGIO;PIAGGIO - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
00924;1;1;1;0;1;;;;;;;;;1;BMW F 800 GS;;1;0;1;2;2;1;50;5000;;;;;;;;;;;;50;;;;5000;;
00935;3;1;3;1;1;;1;3;1;7;2;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;
00935;3;2;3;1;1;;;;;;;;;1;DIRTY;;4;500;2;;;;;;;;;;;;;;;;500;;;;;;;
00936;6;1;6;1;2;;7;1;1;8;2;;2150;;;;;;;;;;;;;;;;;;;;;;;;;;;;2150;
00936;6;2;6;1;2;;;;;;;;;1;DUCATI 1200;;1;175;2;;;;;;;;;;;;;;;;175;;;;;;;
00936;6;3;6;1;2;;;;;;;;;1;TRIUMPH;TRIUMPH - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
00938;2;1;1;0;1;;;;;;;;;4;SCOOTER PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
00939;6;1;3;1;;;4;5;2;9;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
00940;3;1;4;1;1;;3;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
00940;3;2;4;1;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
00941;1;1;3;1;1;1;1;3;1;7;2;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;
00941;1;2;3;1;1;1;;;;;;;;1;MOTO KAWASAKI;;1;450;1;3;2;2;;500;;;;;;;;;;;450;;;;;500;;
00941;1;3;3;1;1;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
00947;1;1;1;1;;;1;3;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
00951;4;1;1;1;;;3;1;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
00952;4;1;4;0;1;;;;;;;;;1;KAWASAKI ZX 6R;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
00962;6;1;8;0;1;;;;;;;;;4;MP3;PIAGGIO - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
00968;6;1;;;1;;;;;;;;;1;DERBY;DERBI - NON SPECIFIE;3;266;1;2;1;2;;2867;;;;;;;;;;;266;;;;;2867;;
00969;5;1;3;0;1;;;;;;;;;1;MOTO YAMAHA TZR50;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
00971;2;1;3;2;;1;4;1;1;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
00971;2;2;3;2;;1;4;2;1;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
00971;2;3;3;2;;1;;;;;;;;;;;;;;;;;;;1;;1;80;2;;;;;;;;;80;;;;
00972;1;1;5;3;;;1;3;1;7;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
00972;1;2;5;3;;;1;3;2;9;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
00972;1;3;5;3;;;3;1;1;3;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
00976;6;1;;;1;;;;;;;;;1;PIADGIO LIBERTI 125;;2;0;1;2;1;1;186;2500;;;;;;;;;;;;186;;;;2500;;
00986;2;1;4;1;;;3;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01013;3;1;5;1;;;1;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01023;1;1;;;1;;;;;;;;;4;PIAGIOT;;3;1100;2;;;;;;;;;;;;;;;;1100;;;;;;;
01035;4;1;2;0;2;;;;;;;;;1;BMW 1000;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01035;4;2;2;0;2;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01037;5;1;2;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01041;6;1;2;1;;;1;3;2;10;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
01043;5;1;2;0;1;;;;;;;;;1;RIEGIU;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01045;5;1;4;1;;;5;1;1;8;1;0;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;
01047;3;1;3;1;;;1;4;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
01051;1;1;2;0;1;;;;;;;;;1;MOTO;NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01068;4;1;2;0;1;;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01069;5;1;4;0;;1;;;;;;;;;;;;;;;;;;;5;VAN;2;;2;;;;;;;;;;;;;
01086;1;1;3;0;1;;;;;;;;;3;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;1;3;2;2;;250;;;;;;;;;;;;;;;;250;;
01095;3;1;;;2;;;;;;;;;1;YAMAHA  DT;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01095;3;2;;;2;;;;;;;;;1;YAMAHA VIRAGO;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01096;4;1;5;0;1;;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01106;5;1;4;2;1;;1;4;1;7;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
01106;5;2;4;2;1;;4;3;1;7;2;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;
01106;5;3;4;2;1;;;;;;;;;5;SOLEX;SOLEX 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01114;5;1;3;0;1;;;;;;;;;1;HONDA 125;HONDA 125;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
01115;5;1;2;0;1;;;;;;;;;4;PIAGGIO;PIAGGIO - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01119;4;1;5;1;1;;3;4;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
01119;4;2;5;1;1;;;;;;;;;1;DOMINATOR HONDA;;2;500;2;;;;;;;;;;;;;;;;500;;;;;;;
01126;6;1;2;1;;;6;3;1;3;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
01135;1;1;2;0;1;;;;;;;;;1;BMW R90;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01139;4;1;5;1;;;1;3;2;9;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
01141;3;1;4;1;1;;3;1;1;8;2;;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;
01141;3;2;4;1;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01144;3;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01156;4;1;4;1;1;;1;4;1;7;2;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;
01156;4;2;4;1;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;180;2;;;;;;;;;;;;;;;;180;;;;;;;
01174;3;1;1;1;;;3;3;2;10;2;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;
01178;4;1;;;2;;;;;;;;;4;ROMA;;4;0;1;2;1;1;210;1190;;;;;;;;;;;;210;;;;1190;;
01178;4;2;;;2;;;;;;;;;4;ROMA;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01180;3;1;3;0;1;;;;;;;;;1;MOTO HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01182;2;1;4;4;1;;1;2;1;7;2;;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;
01182;2;2;4;4;1;;1;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01182;2;3;4;4;1;;2;1;2;3;2;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;
01182;2;4;4;4;1;;3;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01182;2;5;4;4;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01198;4;1;;;1;;;;;;;;;1;VARADERO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01199;4;1;3;1;1;;1;3;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
01199;4;2;3;1;1;;;;;;;;;4;KYMCO;KYMCO - NON SPECIFIE;3;0;1;2;1;2;;1500;;;;;;;;;;;;;;;;1500;;
01201;2;1;1;1;;;8;1;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
01203;4;1;;;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
01211;2;1;2;1;;;3;1;1;7;2;;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;239;
01218;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;TROTINETTE;2;;2;;;;;;;;;;;;;
01229;5;1;4;1;;;7;2;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
01246;3;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;200;2;;;;;;;;;;;;;;;;200;;;;;;;
01261;5;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
01263;6;1;2;1;;;7;1;1;7;2;;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;
01276;1;1;;;1;;;;;;;;;4;SCOOTER DIJITA 51;;4;0;1;2;1;2;;1040;;;;;;;;;;;;;;;;1040;;
01278;3;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
01308;5;1;;;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01311;2;1;3;0;2;;;;;;;;;1;HONDA 800VVFR;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01311;2;2;3;0;2;;;;;;;;;4;KYMCO SUPER 8;;4;30;2;;;;;;;;;;;;;;;;30;;;;;;;
01313;1;1;;;1;;;;;;;;;4;BOOSTER;YAMAHA 50;3;340;2;;;;;;;;;;;;;;;;340;;;;;;;
01330;4;1;3;1;;;4;3;1;7;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
01331;5;1;6;1;;;1;3;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
01342;1;1;2;1;;;2;1;1;4;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
01344;5;1;5;1;;;1;3;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
01349;4;1;3;0;1;;;;;;;;;1;YAMAHA 600 FAZER;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01350;4;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
01355;4;1;2;1;;;5;2;1;8;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
01356;6;1;3;0;;1;;;;;;;;;;;;;;;;;;;5;VEHICULE COLLECTION;1;300;2;;;;;;;;;300;;;;
01382;4;1;1;1;;;2;3;1;8;2;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;
01386;1;1;;;1;;;;;;;;;1;TMAX SUSIKY;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01396;6;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;269;1;3;2;2;;3000;;;;;;;;;;;269;;;;;3000;;
01409;1;1;3;1;;;3;1;2;10;2;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;
01423;3;1;3;0;1;;;;;;;;;4;PEUGEOT TRACKER;PEUGEOT 50;4;40;2;;;;;;;;;;;;;;;;40;;;;;;;
01424;5;1;3;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01427;1;1;1;1;;;3;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01432;2;1;1;0;1;;;;;;;;;1;HONDA CBR 1000;;1;250;2;;;;;;;;;;;;;;;;250;;;;;;;
01447;3;1;2;0;2;;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;200;2;;;;;;;;;;;;;;;;200;;;;;;;
01447;3;2;2;0;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01450;5;1;1;0;1;;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01452;1;1;1;1;;;1;3;1;4;2;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;
01455;1;1;;;1;;;;;;;;;4;KIMKO;KYMCO - NON SPECIFIE;3;999999;1;2;1;2;;1250;;;;;;;;;;;140;;;;;1250;;
01460;4;1;2;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01478;3;1;4;0;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;300;2;;;;;;;;;;;;;;;;300;;;;;;;
01479;4;1;;;1;;;;;;;;;1;KAWA 1000Z;;1;60;2;;;;;;;;;;;;;;;;60;;;;;;;
01481;5;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01482;1;1;3;1;1;;1;5;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01482;1;2;3;1;1;;;;;;;;;4;BOOSTER 12;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01484;2;1;1;1;;;2;1;2;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
01485;2;1;4;2;1;;3;3;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
01485;2;2;4;2;1;;6;4;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01485;2;3;4;2;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01488;2;1;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
01494;4;1;;;1;;;;;;;;;1;SUSUKI;SUZUKI - NON SPECIFIE;2;50;2;;;;;;;;;;;;;;;;50;;;;;;;
01495;3;1;1;1;;;4;2;2;10;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
01496;6;1;4;0;1;;;;;;;;;4;ZIP;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01512;3;1;3;1;;;1;7;2;9;2;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;
01516;1;1;1;1;;;2;1;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
01517;1;1;;;1;;;;;;;;;4;PEUGEOT ELISEO;PEUGEOT 50;3;75;2;;;;;;;;;;;;;;;;75;;;;;;;
01518;3;1;5;1;;;1;2;2;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
01524;5;1;4;2;;;1;3;1;7;2;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;
01524;5;2;4;2;;;1;4;1;7;2;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;
01525;6;1;2;1;;;3;1;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
01527;5;1;;;;1;;;;;;;;;;;;;;;;;;;3;;2;;1;3;2;2;;400;;;;;;;;400
01529;4;1;1;1;;;3;1;1;8;1;100;600;;;;;;;;;;;;;;;;;;;;;;;;;;100;;600;
01533;6;1;5;1;;;3;4;1;7;2;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;
01537;4;1;1;1;1;;3;1;2;3;2;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;
01537;4;2;1;1;1;;;;;;;;;1;KAWASAKI 600;KAWASAKI 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01539;3;1;5;0;1;;;;;;;;;4;SYM;SYM - NON SPECIFIE;4;35;2;;;;;;;;;;;;;;;;35;;;;;;;
01545;2;1;1;1;;;1;3;1;4;2;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;
01552;1;1;1;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
01554;3;1;3;0;2;1;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01554;3;2;3;0;2;1;;;;;;;;4;SUZUKI;SUZUKI - NON SPECIFIE;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
01554;3;3;3;0;2;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
01555;5;1;3;1;1;;3;2;1;7;2;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;
01555;5;2;3;1;1;;;;;;;;;1;BMW 750C3;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01567;5;1;3;3;;;3;3;1;7;2;;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;289;
01567;5;2;3;3;;;3;3;1;7;2;;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;329;
01567;5;3;3;3;;;6;3;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
01569;6;1;3;1;;;5;2;1;7;2;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;
01580;6;1;1;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
01589;5;1;4;0;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;0;1;3;2;2;;6000;;;;;;;;;;;;;;;;6000;;
01592;3;1;1;1;;;3;2;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
01597;1;1;3;1;1;;3;1;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
01597;1;2;3;1;1;;;;;;;;;1;HONDA CBR125;;3;230;2;;;;;;;;;;;;;;;;230;;;;;;;
01602;1;1;2;0;3;;;;;;;;;1;BMW R100RT;;1;80;1;3;2;2;;3800;;;;;;;;;;;80;;;;;3800;;
01602;1;2;2;0;3;;;;;;;;;1;BMW R60/5;;2;0;1;2;2;2;;5000;;;;;;;;;;;;;;;;5000;;
01602;1;3;2;0;3;;;;;;;;;1;TRIUMPH;TRIUMPH - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01607;4;1;;;1;;;;;;;;;4;XX;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
01611;2;1;1;0;1;;;;;;;;;1;HONDA CBR 600;;2;150;1;3;2;2;;1000;;;;;;;;;;;150;;;;;1000;;
01615;4;1;;;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01619;4;1;2;1;;;4;1;1;8;2;;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;320;
01624;2;1;3;1;;;3;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
01636;1;1;;;1;;;;;;;;;4;GILERA;GILERA - NON SPECIFIE;3;92;2;;;;;;;;;;;;;;;;92;;;;;;;
01639;5;1;3;1;;;1;4;1;7;2;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;126;
01646;2;1;5;2;;;1;5;1;7;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
01646;2;2;5;2;;;3;3;1;7;2;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;
01650;2;1;6;2;;1;3;1;2;10;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
01650;2;2;6;2;;1;3;7;2;10;2;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;
01650;2;3;6;2;;1;;;;;;;;;;;;;;;;;;;1;;2;;1;3;2;2;;300;;;;;;;;300
01652;5;1;2;1;1;;4;1;2;3;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
01652;5;2;2;1;1;;;;;;;;;4;SCOOTER XMAX 125;;2;0;1;2;1;2;;4800;;;;;;;;;;;;;;;;4800;;
01653;5;1;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
01654;5;1;;;1;;;;;;;;;4;MATADOR 50CC;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01656;1;1;2;0;2;;;;;;;;;1;SUZUKI 500GSE;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01656;1;2;2;0;2;;;;;;;;;1;SUZUKI 800INTRUDER;;1;360;2;;;;;;;;;;;;;;;;360;;;;;;;
01666;3;1;;;1;;;;;;;;;1;HONDA 750;HONDA 750;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01676;3;1;6;0;1;1;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01676;3;2;6;0;1;1;;;;;;;;;;;;;;;;;;;5;VAN;2;;2;;;;;;;;;;;;;
01695;2;1;2;1;;;4;1;1;99;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
01704;4;1;;;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
01705;4;1;3;1;;;3;1;1;7;2;;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;1300;
01706;4;1;2;0;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;2;130;2;;;;;;;;;;;;;;;;130;;;;;;;
01709;6;1;2;1;;;5;2;1;8;2;;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;
01718;5;1;3;0;1;;;;;;;;;4;SCOOTER;NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
01719;6;1;6;1;;;2;1;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
01722;5;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
01723;5;1;3;1;;;1;2;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
01729;6;1;1;0;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01735;1;1;2;1;;;2;1;2;9;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
01738;3;1;2;1;;;1;3;1;4;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
01753;1;1;2;2;;;1;3;2;7;2;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;
01753;1;2;2;2;;;3;1;1;10;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
01755;2;1;5;1;;;4;2;2;3;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
01765;2;1;3;1;;;3;2;1;7;2;;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;
01769;5;1;3;0;1;;;;;;;;;1;PEUGEOT MOTO;;3;150;2;;;;;;;;;;;;;;;;150;;;;;;;
01775;2;1;3;1;;;1;3;1;8;2;;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;
01776;6;1;2;0;1;;;;;;;;;1;500;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
01780;6;1;3;1;;;3;3;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
01789;1;1;1;1;;;2;1;1;4;2;;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;149;
01797;1;1;3;0;2;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;750;2;;;;;;;;;;;;;;;;750;;;;;;;
01797;1;2;3;0;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
01802;6;1;2;1;4;;4;2;1;8;2;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;
01802;6;2;2;1;4;;;;;;;;;1;SUSUKI BANDIT;;1;600;1;3;2;2;;1000;;;;;;;;;;;600;;;;;1000;;
01802;6;3;2;1;4;;;;;;;;;1;SUSUKI DR;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
