IDENT_MEN;numbd;BNAT_PROD;BDCOD;NAT_PROD_A;NACHA_PROD;BDNEUF_PROD;BDCRED_PROD;BDLIEU_PROD;BDPRIX_PROD;BDPRIX_PRODRECUP;BDPRIX_PROD_D;BDOFFR_PROD;vag
05127;7;BUFFET;402;;;1;2;6;999999;0;400;;1
05127;8;CANAPE;403;;;1;2;6;400;;;;1
05129;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;5;500;;500;;1
05130;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;2;3;9;100;;100;;2
05130;2;Cartouche d'imprimante;219;;2;1;3;3;100;;100;;2
05130;3;LIT;405;;;1;3;9;200;;200;;2
05130;4;DRESSING;405;;;1;3;7;2500;;2500;;2
05131;1;Cartouche d'imprimante;219;;4;1;3;7;35;;35;;6
05132;1;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;250;;250;;3
05132;2;LIT 2 PLACES;406;;;1;3;7;60;;60;;3
05132;3;ETAGERES;411;;;1;3;7;60;;60;;3
05133;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;3;35;;35;;1
05133;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;1;3;100;;100;;1
05133;3;Téléphone portable;215;;3;1;3;3;50;;50;4;1
05133;4;Téléphone fixe;216;;1;1;3;7;25;;25;;1
05133;5;Instrument de musique;242;;1;1;3;3;100;;100;;1
05133;6;Tondeuse à gazon;301;;1;2;3;10;50;;50;;1
05135;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;8;50;;50;;4
05135;2;Tablette PC;214;;1;1;3;8;280;;280;;4
05136;1;Cartouche d'imprimante;219;;2;1;3;3;45;;45;;4
05136;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;3;1;3;10;400;;400;;4
05136;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;2;1;3;6;999999;180;180;;4
05136;4;DRESSING;405;;;1;3;7;350;;350;;4
05136;5;LIT;405;;;1;3;8;800;;800;;4
05136;6;MATELAS;406;;;1;3;8;999999;999999;800;;4
05136;7;PARC;412;;;2;3;3;50;;50;;4
05136;8;TABLE A LANGER;412;;;1;3;7;150;;150;;4
05137;1;Disque dur externe;218;;1;1;3;4;49;;49;;3
05137;2;Cartouche d'imprimante;219;;2;1;3;4;39;;39;;3
05138;1;Téléphone portable;215;;1;2;3;10;80;;80;4;1
05138;2;TABLE BASSE;404;;;1;3;7;100;;100;;1
05139;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;2;7;700;;700;;1
05139;2;Lave-linge, lave-linge séchant;103;;1;1;3;3;300;;300;;1
05139;3;Tablette PC;214;;3;1;3;4;100;;100;;1
05139;4;Téléphone portable;215;;2;1;3;8;700;;700;3;1
05139;5;ARMOIRE;414;;;1;3;7;540;;540;;1
05140;1;SALON;404;;;1;3;8;1200;;1200;;6
05141;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;100;;100;;4
05141;2;Cartouche d'imprimante;219;;3;1;3;4;45;;45;;4
05141;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;130;;130;;4
05142;1;Raclette, fondue, gauffre ou crèpière;114;;1;1;3;6;20;;20;;6
05142;2;Téléphone portable;215;;1;1;3;6;30;;30;4;6
05142;3;FAUTEUIL;403;;;1;3;8;300;;300;;6
05144;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;1;7;399;;399;;6
05144;2;Lave-linge, lave-linge séchant;103;;1;1;1;7;489;;489;;6
05144;3;Téléphone portable;215;;1;1;3;8;239;;239;3;6
05144;4;Instrument de musique;242;;1;1;3;8;389;;389;;6
05144;5;SALON DE JARDIN;408;;;1;1;7;359;;359;;6
05145;1;Téléphone portable;215;;;1;3;8;9;;9;;5
05146;1;Machine à pain, yaourtière, sorbetière ou confiturier;115;;1;1;3;3;39;;39;;3
05146;2;Console de jeux vidéo de salon ou portable;206;;2;1;3;8;358;;358;;3
05146;3;Micro-ordinateur portable;212;;1;1;3;8;439;;439;;3
05146;4;Téléphone portable;215;;1;1;3;8;290;;290;4;3
05146;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;7;118;;118;;3
05146;6;TABLE CHAISE;401;;;1;3;4;299;;299;;3
05146;7;MATELAS LITTERIE ENFANT;406;;;1;3;7;100;;100;;3
05147;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;7;100;;100;;1
05147;2;Cartouche d'imprimante;219;;6;1;3;4;15;;15;;1
05147;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;8;6;;6;;1
05147;4;Tondeuse à gazon;301;;1;1;3;8;400;;400;;1
05147;5;ETAGERE;411;;;1;3;7;120;;120;;1
05150;1;Congélateur indépendant;102;;2;1;3;7;999999;300;300;;5
05150;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;5;150;;150;;5
05150;3;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;7;30;;30;;5
05150;4;Autre(s) appareil(s) électroménager(s);122;ENTAFAX;1;1;3;7;160;;160;;5
05150;5;Téléphone portable;215;;1;1;3;8;140;;140;4;5
05150;6;Tondeuse à gazon;301;;1;1;3;7;999998;;1500;;5
05151;1;MATELAS;406;;;1;2;7;450;;450;;1
05151;2;SOMMIER;406;;;1;2;7;120;;120;;1
05151;3;PLAN DE TRAVAIL;407;;;1;3;7;100;;100;;1
05151;4;ARMOIRE;413;;;1;2;7;400;;400;;1
05152;1;Téléphone fixe;216;;1;1;3;4;30;;30;;2
05153;1;Four à micro-ondes;107;;1;1;3;4;50;;50;;4
05153;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;3;180;;180;;4
05153;3;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;30;;30;;4
05153;4;Micro-ordinateur portable;212;;1;1;3;4;350;;350;;4
05153;5;Instrument de musique;242;;1;1;3;7;425;;425;;4
05153;6;COMMODE;405;;;1;3;7;120;;120;;4
05154;1;Micro-ordinateur portable;212;;1;1;3;7;250;;250;;1
05157;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;15;;15;;6
05157;2;Cuiseur, friteuse, autocuiseur;113;;1;1;3;4;150;;150;;6
05157;3;Téléphone portable;215;;1;1;3;7;180;;180;4;6
05157;4;barbecue de jardin;409;;;1;3;4;200;;200;;6
05158;1;Micro-ordinateur portable;212;;1;1;3;4;399;;399;;5
05158;2;Tondeuse à gazon;301;;1;1;3;8;589;;589;;5
05158;3;LIT ENFANT;405;;;1;3;7;150;;150;;5
05158;4;BUREAU;405;;;1;3;7;110;;110;;5
05159;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;4;100;;100;;5
05159;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;120;;120;;5
05159;3;Micro-ordinateur portable;212;;1;1;3;3;500;;500;;5
05159;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;4;80;;80;;5
05159;5;COMODE;405;;;1;3;4;140;;140;;5
05160;1;Cuisinière, gazinière, plaque de cuisson, four ou mini four;106;;1;1;3;8;500;;500;;5
05160;2;Ventilateur;121;;1;1;3;4;20;;20;;5
05160;3;Téléphone portable;215;;;1;3;8;102;;102;;5
05161;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;329;;329;;2
05161;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;210;;210;;2
05161;3;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;100;;100;;2
05162;1;Lave-linge, lave-linge séchant;103;;1;1;3;8;501;;501;;1
05162;2;Lave-vaisselle;105;;1;1;3;7;339;;339;;1
05163;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;3;30;;30;;1
05163;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;999999;2000;2000;;1
05163;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;40;;40;;1
05163;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;3;999999;200;200;;1
05164;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;200;;200;;2
05164;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;140;;140;;2
05164;3;Téléphone portable;215;;1;1;3;3;600;;600;4;2
05165;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;3;39;;39;;5
05165;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;10;29;;29;;5
05166;1;Téléviseur, combiné télé magnétoscope/DVD;201;;;1;3;8;290;;290;;2
05169;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;230;;230;;1
05170;1;Téléphone portable;215;;1;1;3;3;50;;50;4;2
05170;2;CANAPE;403;;;1;3;8;713;;713;;2
05170;3;LIT MATELAS;405;;;1;3;8;394;;394;;2
05170;4;BUREAU;405;;;1;3;8;150;;150;;2
05170;5;COMMODES;405;;;1;3;8;350;;350;;2
05171;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;3;400;;400;;2
05171;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;999999;;80;;2
05171;3;Cuiseur, friteuse, autocuiseur;113;;1;1;3;7;200;;200;;2
05171;4;Raclette, fondue, gauffre ou crèpière;114;;1;1;3;3;80;;80;;2
05171;5;Machine à pain, yaourtière, sorbetière ou confiturier;115;;1;1;3;7;999999;;200;;2
05171;6;Disque dur externe;218;;1;1;3;3;80;;80;;2
05171;7;Cartouche d'imprimante;219;;4;1;3;3;35;;35;;2
05171;8;TABLES DE CHEVET;405;;;1;3;7;40;;40;;2
05171;9;MEUBLES A CHAUSSURES;414;;;1;3;7;100;;100;;2
05172;1;Téléphone portable;215;;2;1;3;8;300;;300;3;1
05172;2;Cartouche d'imprimante;219;;12;1;3;4;30;;30;;1
05173;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;500;;500;;1
05173;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;160;;160;;1
05173;3;Fer à repasser, centrale à vapeur;119;;1;1;3;7;999999;35;35;;1
05173;4;LIT;405;;;1;3;7;300;;300;;1
05173;5;MEUBLE DE BUREAU;410;;;1;3;7;60;;60;;1
05178;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;1200;;1200;;3
05179;1;Téléphone portable;215;;1;1;3;8;120;;120;2;1
05180;1;Ventilateur;121;;1;1;3;8;35;;35;;2
05180;2;Téléphone portable;215;;;1;3;8;80;;80;;2
05180;3;TABLE A MANGER;401;;;1;3;8;459;;459;;2
05181;1;Lave-vaisselle;105;;1;1;3;3;350;;350;;4
05181;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;8;999999;359;359;;4
05181;3;Téléphone portable;215;;2;1;3;8;999999;479;479;4;4
05183;1;Tablette PC;214;;1;1;3;4;149;;149;;4
05184;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;299;;299;;3
05184;2;Micro-ordinateur de bureau;211;;1;1;1;8;599;;599;;3
05184;3;CANAPE;403;;;1;3;7;249;;249;;3
05185;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;30;;30;;2
05186;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;2;3;10;999999;;500;;5
05186;2;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;600;;600;;5
05186;3;TABLE ET CHAISE SALLE A MANGER;401;;;2;3;10;70;;70;;5
05187;1;Téléphone portable;215;;2;1;3;8;90;;90;4;4
05187;2;Instrument de musique;242;;1;1;3;6;59;;59;;4
05188;1;Cuiseur, friteuse, autocuiseur;113;;2;1;3;7;999999;39;39;;5
05188;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;20;;20;;5
05188;3;Tablette PC;214;;1;1;3;7;999999;450;450;;5
05188;4;Téléphone portable;215;;1;1;3;7;999999;420;420;4;5
05188;5;Appareil photo numérique;231;;1;1;3;3;999999;409;409;;5
05189;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;999999;;800;;2
05189;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;8;999999;;50;;2
05189;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;8;400;;400;;2
05189;4;Téléphone portable;215;;2;1;3;8;999999;;700;3;2
05189;5;TABLE ET CHAISES;401;;;1;3;8;2500;;2500;;2
05189;6;BUFFET;402;;;1;3;8;2802;;2802;;2
05189;7;LIT;405;;;1;3;8;300;;300;;2
05189;8;MATELAS;406;;;1;3;10;450;;450;;2
05190;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;29;;29;;2
05190;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;3;299;;299;;2
05190;3;Cartouche d'imprimante;219;;3;1;3;7;30;;30;;2
05190;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;4;20;;20;;2
05190;5;TABLE DE SALON;404;;;2;3;6;25;;25;;2
05190;6;MATELAS;406;;;1;3;7;380;;380;;2
05190;7;MEUBLE SALLE DE BAIN;407;;;1;2;7;530;;530;;2
05190;8;ETAGERES;411;;;1;3;7;50;;50;;2
05191;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;8;69;;69;;3
05191;2;Appareil pour l'alimentation du bébé;118;;1;1;3;8;59;;59;;3
05191;3;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;120;;120;;3
05191;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;25;;25;;3
05192;1;Téléphone portable;215;;1;1;3;5;60;;60;4;2
05192;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;2;3;3;50;;50;;2
05192;3;CHAISE;401;;;2;3;3;160;;160;;2
05193;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;3790;;3790;;1
05194;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;200;;200;;2
05196;1;Lave-linge, lave-linge séchant;103;;1;1;3;4;400;;400;;6
05197;1;Pompe, système d'arrosage automatique;303;;1;1;3;7;100;;100;;6
05197;2;TABLE ET CHAISES;401;;;1;3;8;2500;;2500;;6
05197;3;CHAISES;401;;;1;3;3;700;;700;;6
05198;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;700;;700;;6
05198;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;1;4;1000;;1000;;6
05198;3;VAISSELIER;402;;;1;3;7;500;;500;;6
05199;1;Machine à pain, yaourtière, sorbetière ou confiturier;115;;1;1;3;5;55;;55;;1
05200;1;Sèche-linge indépendant;104;;1;1;3;7;250;;250;;2
05200;2;Home cinéma, installation complète;202;;1;1;3;7;80;;80;;2
05200;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;8;150;;150;;2
05200;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;3;1;3;7;70;;70;;2
05200;5;MEUBLE TV;404;;;1;3;7;180;;180;;2
05200;6;LIT;405;;;1;3;7;160;;160;;2
05200;7;MATELAS ET SOMMIER;406;;;1;3;9;500;;500;;2
05201;1;Tablette PC;214;;1;1;3;7;200;;200;;1
05201;2;MATELAS;406;;;1;3;3;600;;600;;1
05201;3;SOMMIER;406;;;1;3;3;200;;200;;1
05202;1;Radio, radio-réveil;207;;1;2;3;7;35;;35;;5
05204;1;Cartouche d'imprimante;219;;4;1;3;4;15;;15;;1
05204;2;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;159;;159;;1
05205;1;Machine à coudre ou à tricoter;111;;1;1;3;7;129;;129;;3
05205;2;Téléphone portable;215;;1;1;3;6;40;;40;4;3
05206;1;Netbook, ultraportable;213;;1;1;3;3;400;;400;;6
05206;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;2;1;8;2700;;2700;;6
05206;3;TABLE ET CHAISES;401;;;1;3;8;1000;;1000;;6
05206;4;VAISSELIER;402;;;1;3;7;200;;200;;6
05206;5;CANAPE;403;;;1;3;7;500;;500;;6
05206;6;MEUBLE TV;404;;;1;3;7;450;;450;;6
05206;7;TABLE ET CHAISES;408;;;1;3;7;50;;50;;6
05206;8;barbecue de jardin;409;;;1;3;4;80;;80;;6
05207;1;Téléphone portable;215;;1;1;3;7;649;;649;4;1
05209;1;Téléphone portable;215;;1;1;3;8;40;;40;3;2
05209;2;Tondeuse à gazon;301;;1;1;3;7;380;;380;;2
05211;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;65;;65;;3
05211;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;8;129;;129;;3
05211;3;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;35;;35;;3
05211;4;Micro-ordinateur portable;212;;1;1;3;8;650;;650;;3
05211;5;Téléphone portable;215;;1;1;3;8;129;;129;3;3
05215;1;Téléphone portable;215;;1;1;3;8;80;;80;4;4
05216;1;MATELAS;406;;;1;3;6;370;;370;;3
05217;1;Téléphone portable;215;;2;1;1;8;600;;600;3;1
05217;2;MATELAS;406;;;1;2;4;500;;500;;1
05217;3;barbecue de jardin;409;;;1;1;8;200;;200;;1
05219;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;3;999999;40;40;;5
05219;2;CHAISE;403;;;1;3;8;150;;150;;5
05220;1;Congélateur indépendant;102;;1;1;3;6;300;;300;;5
05220;2;Téléphone portable;215;;1;1;3;7;120;;120;4;5
05221;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;2;7;298;;298;;5
05221;2;Lave-linge, lave-linge séchant;103;;1;1;1;7;119;;119;;5
05221;3;CANAPE;403;;;2;3;3;50;;50;;5
05222;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;4;299;;299;;4
05222;2;Lave-linge, lave-linge séchant;103;;1;1;3;4;329;;329;;4
05222;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;539;;539;;4
05222;4;TABLE BASSE;404;;;1;3;7;46;;46;;4
05222;5;LIT+ MATELAS;405;;;1;3;7;638;;638;;4
05222;6;ARMOIRE;405;;;1;3;6;154;;154;;4
05222;7;SOMMIER;406;;;1;3;7;249;;249;;4
05222;8;MATELAS;406;;;1;3;7;399;;399;;4
05222;9;PLACARD;407;;;1;3;7;40;;40;;4
05223;1;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;4;45;;45;;6
05223;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;389;;389;;6
05223;3;barbecue de jardin;409;;;1;3;8;329;;329;;6
05224;1;Ventilateur;121;;1;1;3;5;35;;35;;5
05224;2;CHAISE;401;;;1;3;8;550;;550;;5
05225;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;2;3;10;120;;120;;4
05225;2;Hotte de cuisine;108;;1;1;3;7;72;;72;;4
05225;3;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;180;;180;;4
05225;4;Téléphone fixe;216;;1;1;3;7;24;;24;;4
05225;5;CANAPE;403;;;1;3;7;800;;800;;4
05225;6;CUISINE EQUIPEE;407;;;1;3;7;246;;246;;4
05227;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;1;7;500;;500;;1
05228;1;Sèche-linge indépendant;104;;1;1;3;6;500;;500;;3
05228;2;Téléphone fixe;216;;1;1;3;6;30;;30;;3
05228;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;4;10;;10;;3
05228;4;CHAISE DE SALLE A MANGER;401;;;1;3;6;80;;80;;3
05231;1;Lave-vaisselle;105;;1;1;1;6;300;;300;;5
05231;2;Tablette PC;214;;1;1;3;7;999999;;173;;5
05231;3;Cartouche d'imprimante;219;;1;1;3;4;50;;50;;5
05231;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;1;8;10000;;10000;;5
05231;5;Tondeuse à gazon;301;;1;1;3;4;300;;300;;5
05231;6;SALON DE JARDIN;408;;;1;3;4;350;;350;;5
05234;1;Micro-ordinateur portable;212;;1;1;3;8;600;;600;;5
05235;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;1000;;1000;;6
05235;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;800;;800;;6
05235;3;Fer à repasser, centrale à vapeur;119;;1;1;3;4;50;;50;;6
05235;4;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;8;4000;;4000;;6
05235;5;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;189;;189;;6
05239;1;Micro-ordinateur portable;212;;1;1;3;3;350;;350;;5
05239;2;Téléphone portable;215;;1;1;3;3;200;;200;4;5
05240;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;250;;250;;6
05240;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;45;;45;;6
05240;3;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;2;1;3;4;60;;60;;6
05240;4;Tondeuse à gazon;301;;1;1;3;4;39;;39;;6
05240;5;CANAPE;403;;;2;3;10;250;;250;;6
05242;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;240;;240;;2
05242;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;140;;140;;2
05243;1;2 CANAPES + TABLE SALON;403;;;1;3;8;1200;;1200;;5
05244;1;Téléphone portable;215;;;1;3;8;40;;40;;2
05245;1;Lave-linge, lave-linge séchant;103;;1;2;3;10;70;;70;;2
05245;2;Téléphone portable;215;;1;1;3;4;14;;14;4;2
05246;1;Fer à repasser, centrale à vapeur;119;;1;1;3;7;70;;70;;5
05246;2;Téléphone portable;215;;1;1;3;2;270;;270;3;5
05246;3;BUFFET;402;;;2;3;3;120;;120;;5
05246;4;BUREAU;410;;;2;3;3;90;;90;;5
05247;1;Appareil photo numérique;231;;1;1;3;7;249;;249;;4
05248;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;60;;60;;2
05248;2;Tondeuse à gazon;301;;1;1;3;8;350;;350;;2
05248;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;100;;100;;2
05248;4;MATELAS ET SOMMIER;406;;;1;3;8;400;;400;;2
05248;5;CHAISES DE JARDIN;408;;;1;3;4;40;;40;;2
05248;6;COMMODE;414;;;1;3;8;100;;100;;2
05250;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;4;20;;20;;3
05250;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;4;99;;99;;3
05251;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;1;3;300;;300;;1
05251;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;1;3;70;;70;;1
05251;3;Radio, radio-réveil;207;;1;1;1;3;70;;70;;1
05251;4;Téléphone portable;215;;1;1;1;3;100;;100;4;1
05251;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;4;2;1;9;6;;6;;1
05252;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;200;;200;;1
05252;2;Fer à repasser, centrale à vapeur;119;;1;1;3;7;189;;189;;1
05253;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;99;999999;190;190;;5
05253;2;Téléphone portable;215;;1;2;3;3;200;;200;4;5
05253;3;Cartouche d'imprimante;219;;4;2;3;8;50;;50;;5
05253;4;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;2;3;10;15;;15;;5
05254;1;Téléphone portable;215;;1;1;3;3;125;;125;4;2
05254;2;Cartouche d'imprimante;219;;2;1;3;4;30;;30;;2
05254;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;100;;100;;2
05254;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;80;;80;;2
05254;5;TABLE D'EXTERIEUR;408;;;1;3;4;50;;50;;2
05255;1;LIT;406;;;1;3;10;350;;350;;2
05256;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;1200;;1200;;2
05256;2;Fer à repasser, centrale à vapeur;119;;1;1;3;7;60;;60;;2
05256;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;6;140;;140;;2
05257;1;Téléphone portable;215;;1;1;3;8;120;;120;4;2
05257;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;70;;70;;2
05258;1;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;2;1;3;7;100;;100;;3
05260;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;3;350;;350;;2
05260;2;Téléphone portable;215;;1;1;3;8;150;;150;4;2
05260;3;Imprimante ou scanner;217;;1;1;3;3;50;;50;;2
05260;4;Cartouche d'imprimante;219;;2;1;3;3;100;;100;;2
05260;5;Autoradio;244;;1;1;3;3;80;;80;;2
05260;6;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;4;1;3;3;70;;70;;2
05260;7;CHAISES;401;;;1;3;3;150;;150;;2
05262;1;Tondeuse à gazon;301;;1;1;1;7;300;;300;;2
05262;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;1;7;180;;180;;2
05264;1;Lave-vaisselle;105;;1;1;3;7;450;;450;;2
